#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
2f5a_H               -            232 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.1e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:232  PROTEIN (ANTIBODY 2F5 (HEAVY CHAIN))
6wj0_H               -            230 IGHJ                 -             17   3.2e-06   25.3   3.0   1   1   3.1e-06   3.2e-06   25.3   3.0     2    17   112   127   112   127 0.94 mol:protein length:230  Fab 54-4H03 heavy chain
6wj1_G               -            230 IGHJ                 -             17   3.2e-06   25.3   3.0   1   1   3.1e-06   3.2e-06   25.3   3.0     2    17   112   127   112   127 0.94 mol:protein length:230  Fab 54-4H03 heavy chain
6wj1_H               -            230 IGHJ                 -             17   3.2e-06   25.3   3.0   1   1   3.1e-06   3.2e-06   25.3   3.0     2    17   112   127   112   127 0.94 mol:protein length:230  Fab 54-4H03 heavy chain
6wj1_J               -            230 IGHJ                 -             17   3.2e-06   25.3   3.0   1   1   3.1e-06   3.2e-06   25.3   3.0     2    17   112   127   112   127 0.94 mol:protein length:230  Fab 54-4H03 heavy chain
7e9b_H               -            215 IGHJ                 -             17   3.2e-06   25.3   5.3   1   1   3.1e-06   3.2e-06   25.3   5.3     1    17   100   116   100   116 0.98 mol:protein length:215  heavy chain of Fab fragment of HLX10
1u8k_B               -            234 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.1e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:234  ANTIBODY 2F5 (HEAVY CHAIN)
1u92_B               -            234 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.1e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:234  ANTIBODY 2F5 (HEAVY CHAIN)
1u8h_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  ANTIBODY 2F5 (HEAVY CHAIN)
1u8i_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  ANTIBODY 2F5 (HEAVY CHAIN)
1u8j_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  ANTIBODY 2F5 (HEAVY CHAIN)
1u8l_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  ANTIBODY 2F5 (HEAVY CHAIN)
1u8m_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  ANTIBODY 2F5 (HEAVY CHAIN)
1u8n_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  ANTIBODY 2F5 (HEAVY CHAIN)
1u8o_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  ANTIBODY 2F5 (HEAVY CHAIN)
1u8p_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  ANTIBODY 2F5 (HEAVY CHAIN)
1u8q_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  ANTIBODY 2F5 (HEAVY CHAIN)
1u91_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  ANTIBODY 2F5 (HEAVY CHAIN)
1u93_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  ANTIBODY 2F5 (HEAVY CHAIN)
1u95_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  ANTIBODY 2F5 (HEAVY CHAIN)
2f5b_H               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  PROTEIN (ANTIBODY 2F5 (HEAVY CHAIN))
2p8l_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  nmAb 2F5, heavy chain
2p8m_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  nmAb 2F5, heavy chain
2p8p_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  nmAb 2F5, heavy chain
2pr4_H               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  nmAb 2F5 Fab' light Chain
2pw1_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  2F5 Fab fragment light chain
2pw2_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  2F5 Fab' light chain
3dro_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  2F5 Fab heavy chain
3drq_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  2F5 Fab' heavy chain
3drt_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  2F5 Fab' heavy chain
3egs_B               -            235 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:235  2F5 Fab' heavy chain
7fab_H               -            217 IGHJ                 -             17   3.2e-06   25.3   2.4   1   1   3.2e-06   3.2e-06   25.3   2.4     4    17   104   117   101   117 0.93 mol:protein length:217  IGG1-LAMBDA NEW FAB (HEAVY CHAIN)
1tjg_H               -            237 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:237  FAB 2F5 Heavy Chain
1tjh_H               -            237 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:237  anti-HIV-1 antibody 2F5 Heavy Chain
1tji_H               -            237 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:237  anti-HIV-1 antibody 2F5 Heavy Chain
3d0l_B               -            237 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:237  2F5 light chain
3d0v_B               -            237 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:237  2F5 Fab light chain
3idg_B               -            237 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:237  2F5 Fab heavy chain
3idi_B               -            237 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:237  2F5 Fab heavy chain
3idj_B               -            237 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:237  2F5 Fab heavy chain
3idm_B               -            237 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:237  2F5 Fab heavy chain
3idn_B               -            237 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:237  2F5 Fab heavy chain
3lev_H               -            237 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:237  2F5 ANTIBODY HEAVY CHAIN
3moa_H               -            237 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:237  ANTI-HIV-1 ANTIBODY 2F5 HEAVY CHAIN
3mob_H               -            237 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:237  ANTI-HIV-1 ANTIBODY 2F5 HEAVY CHAIN
3mod_H               -            237 IGHJ                 -             17   3.2e-06   25.3   0.3   1   1   3.2e-06   3.2e-06   25.3   0.3     2    17   117   132   116   132 0.96 mol:protein length:237  ANTI-HIV-1 ANTIBODY 2F5 HEAVY CHAIN
2vxs_H               -            225 IGHJ                 -             17   3.3e-06   25.3   3.0   1   1   3.2e-06   3.3e-06   25.3   3.0     7    17   108   118   107   118 0.98 mol:protein length:225  FAB FRAGMENT
2vxs_I               -            225 IGHJ                 -             17   3.3e-06   25.3   3.0   1   1   3.2e-06   3.3e-06   25.3   3.0     7    17   108   118   107   118 0.98 mol:protein length:225  FAB FRAGMENT
2vxs_J               -            225 IGHJ                 -             17   3.3e-06   25.3   3.0   1   1   3.2e-06   3.3e-06   25.3   3.0     7    17   108   118   107   118 0.98 mol:protein length:225  FAB FRAGMENT
2vxs_K               -            225 IGHJ                 -             17   3.3e-06   25.3   3.0   1   1   3.2e-06   3.3e-06   25.3   3.0     7    17   108   118   107   118 0.98 mol:protein length:225  FAB FRAGMENT
8tgv_B               -            255 IGHJ                 -             17   3.3e-06   25.3   1.0   1   1   3.2e-06   3.3e-06   25.3   1.0     3    16   126   139   125   140 0.96 mol:protein length:255  HC84.26 Heavy chain
8tgv_E               -            255 IGHJ                 -             17   3.3e-06   25.3   1.0   1   1   3.2e-06   3.3e-06   25.3   1.0     3    16   126   139   125   140 0.96 mol:protein length:255  HC84.26 Heavy chain
8tgv_I               -            255 IGHJ                 -             17   3.3e-06   25.3   1.0   1   1   3.2e-06   3.3e-06   25.3   1.0     3    16   126   139   125   140 0.96 mol:protein length:255  HC84.26 Heavy chain
8tgv_K               -            255 IGHJ                 -             17   3.3e-06   25.3   1.0   1   1   3.2e-06   3.3e-06   25.3   1.0     3    16   126   139   125   140 0.96 mol:protein length:255  HC84.26 Heavy chain
6qd8_H               -            219 IGHJ                 -             17   3.3e-06   25.3   3.3   1   1   3.3e-06   3.3e-06   25.3   3.3     7    17   106   116   105   116 0.97 mol:protein length:219  Heavy chain
6qd8_Q               -            219 IGHJ                 -             17   3.3e-06   25.3   3.3   1   1   3.3e-06   3.3e-06   25.3   3.3     7    17   106   116   105   116 0.97 mol:protein length:219  Heavy chain
6qd8_W               -            219 IGHJ                 -             17   3.3e-06   25.3   3.3   1   1   3.3e-06   3.3e-06   25.3   3.3     7    17   106   116   105   116 0.97 mol:protein length:219  Heavy chain
3g04_B               -            228 IGHJ                 -             17   3.3e-06   25.3   3.0   1   1   3.3e-06   3.3e-06   25.3   3.0     7    17   111   121   110   121 0.98 mol:protein length:228  HUMAN THYROID STIMULATING AUTOANTIBODY M22 HEAVY CHAIN
8bse_H               -            221 IGHJ                 -             17   3.3e-06   25.2   3.3   1   1   3.3e-06   3.3e-06   25.2   3.3     7    17   105   115   104   115 0.97 mol:protein length:221  1D1 FAB HEAVY CHAIN
7sqp_B               -            116 IGHJ                 -             17   3.4e-06   25.2   4.3   1   1   6.2e-06   6.3e-06   24.4   4.3     5    17   104   116   104   116 0.99 mol:protein length:116  VHH
7sqp_D               -            116 IGHJ                 -             17   3.4e-06   25.2   4.3   1   1   6.2e-06   6.3e-06   24.4   4.3     5    17   104   116   104   116 0.99 mol:protein length:116  VHH
7ej4_H               -            447 IGHJ                 -             17   3.4e-06   25.2   0.2   1   1   3.3e-06   3.4e-06   25.2   0.2     6    16   107   117   105   118 0.96 mol:protein length:447  RBD-chAb-25, Heavy chain
