pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
7cvz	O	P	0	E | D	protein | protein	NA | NA	e2 glycoprotein | e1 glycoprotein	VIRUS/IMMUNE SYSTEM	08/27/20	Cryo-EM structure of Chikungunya virus in complex with Fab fragments of mAb CHK-263	CHIKUNGUNYA VIRUS; MUS MUSCULUS	mus musculus	mus musculus	chikungunya virus | chikungunya virus	Zhou, Q.F., Fox, J.M., Earnest, J.T., Ng, T.S., Kim, A.S., Fibriansah, G., Kostyuchenko, V.A., Shu, B., Diamond, M.S., Lok, S.M.	4.7	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV5	Kappa	None	None	None	None	None
7t0g	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/29/21	Crystal structure of S25-39 Fab Unliganded 1	MUS MUSCULUS	mus musculus	mus musculus		Legg, M.S.G., Blackler, R.J., Evans, S.V.	1.53	X-RAY DIFFRACTION	0.212	0.176	False	True	IGHV7	IGKV8	Kappa	None	None	None	None	None
3l1o	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/14/09	Crystal structure of monoclonal antibody MN423 Fab fragment with free combining site, crystallized in the presence of zinc	MUS MUSCULUS	mus musculus	mus musculus		Skrabana, R., Sevcik, J.	2.0	X-RAY DIFFRACTION	0.249	0.158	False	False	IGHV7	IGKV16	Kappa	None	None	None	None	None
6idg	H	L	0	A	nucleic-acid	64T	5-HYDROXY-THYMIDINE-5'-MONOPHOSPHATE	IMMUNE SYSTEM	09/10/18	antibody 64M-5 Fab in complex with dT(6-4)T	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	synthetic construct	Yokoyama, H., Mizutani, R., Noguchi, S., Hayashida, N.	2.0	X-RAY DIFFRACTION	0.240	0.192	False	False	IGHV1	IGKV1	Kappa	None	None	None	None	None
1kir	B	A	0	C	protein	NA	lysozyme	COMPLEX (IMMUNOGLOBULIN/HYDROLASE)	10/23/96	FV MUTANT Y(A 50)S (VL DOMAIN) OF MOUSE MONOCLONAL ANTIBODY D1.3 COMPLEXED WITH HEN EGG WHITE LYSOZYME	MUS MUSCULUS; GALLUS GALLUS	mus musculus	mus musculus	gallus gallus	Fields, B.A., Poljak, R.J., Mariuzza, R.A.	2.0	X-RAY DIFFRACTION	unknown	0.167	False	True	IGHV2	IGKV12	Kappa	None	None	None	None	None
6d6u	K	L	0	D	protein	NA	gamma-aminobutyric acid receptor subunit alpha-1,gamma-aminobutyric acid receptor subunit alpha-1 	TRANSPORT PROTEIN	04/22/18	Human GABA-A receptor alpha1-beta2-gamma2 subtype in complex with GABA and flumazenil, conformation A	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Zhu, S., Noviello, C.M., Teng, J., Walsh Jr, R.M., Kim, J.J., Hibbs, R.E.	3.8	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV14	IGKV6	Kappa	None	None	None	None	None
6d6u	J	I	0	B	protein	NA	gamma-aminobutyric acid receptor subunit alpha-1,gamma-aminobutyric acid receptor subunit alpha-1 	TRANSPORT PROTEIN	04/22/18	Human GABA-A receptor alpha1-beta2-gamma2 subtype in complex with GABA and flumazenil, conformation A	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Zhu, S., Noviello, C.M., Teng, J., Walsh Jr, R.M., Kim, J.J., Hibbs, R.E.	3.8	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV14	IGKV6	Kappa	None	None	None	None	None
7rd4	A	B	0	I	peptide	NA	circumsporozoite protein	IMMUNE SYSTEM	07/09/21	Crystal structure of PfCSP peptide 21 with vaccine-elicited human anti-malaria antibody m43.149	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	plasmodium falciparum	Xu, K., Kwong, P.D.	1.75	X-RAY DIFFRACTION	0.233	0.194	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
7rd4	H	L	0	G	peptide	NA	circumsporozoite protein	IMMUNE SYSTEM	07/09/21	Crystal structure of PfCSP peptide 21 with vaccine-elicited human anti-malaria antibody m43.149	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	plasmodium falciparum	Xu, K., Kwong, P.D.	1.75	X-RAY DIFFRACTION	0.233	0.194	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
2zjs	H	L	0	Y	protein	NA	preprotein translocase secy subunit	PROTEIN TRANSPORT/IMMUNE SYSTEM	03/08/08	Crystal Structure of SecYE translocon from Thermus thermophilus with a Fab fragment	THERMUS THERMOPHILUS; MUS MUSCULUS	mus musculus	mus musculus	thermus thermophilus	Tsukazaki, T., Mori, H., Fukai, S., Ishitani, R., Perederina, A., Vassylyev, D.G., Ito, K., Nureki, O.	3.2	X-RAY DIFFRACTION	0.280	0.244	False	True	IGHV1	IGKV10	Kappa	None	None	None	None	None
7m51	H	L	0	A	peptide	NA	spike glycoprotein stem helix peptide	ANTIVIRAL PROTEIN, IMMUNE SYSTEM	03/22/21	B6 Fab fragment bound to the OC43 spike stem helix peptide	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	human coronavirus oc43	Sauer, M.M., Park, Y.J., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	1.8	X-RAY DIFFRACTION	0.230	0.182	False	True	IGHV1	IGKV8	Kappa	None	None	None	None	None
1i3g	H	L	0	NA	NA	NA	NA	ANTIBIOTIC	02/15/01	CRYSTAL STRUCTURE OF AN AMPICILLIN SINGLE CHAIN FV, FORM 1, FREE	MUS MUSCULUS	mus musculus	mus musculus		Jung, S., Spinelli, S., Schimmele, B., Honegger, A., Pugliese, L., Cambillau, C., Pluckthun, A.	2.44	X-RAY DIFFRACTION	0.243	0.175	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
1nbv	H	L	0	NA	NA	NA	NA	IMMUNOGLOBULIN	03/16/93	AN AUTOANTIBODY TO SINGLE-STRANDED DNA: COMPARISON OF THE THREE-DIMENSIONAL STRUCTURES OF THE UNLIGANDED FAB AND A DEOXYNUCLEOTIDE-FAB COMPLEX	MUS MUSCULUS	mus musculus	mus musculus		Herron, J.N., He, X.M., Edmundson, A.B.	2.0	X-RAY DIFFRACTION	unknown	0.246	False	True	IGHV10	IGKV1	Kappa	None	None	None	None	None
3ixy	I	J	0	B	protein	NA	envelope protein e	VIRUS	02/26/09	The pseudo-atomic structure of dengue immature virus in complex with Fab fragments of the anti-fusion loop antibody E53	DENGUE VIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	dengue virus 2	Cherrier, M.V., Kaufmann, B., Nybakken, G.E., Lok, S.M., Warren, J.T., Nelson, C.A., Kostyuchenko, V.A., Holdaway, H.A., Chipman, P.R., Kuhn, R.J., Diamond, M.S., Rossmann, M.G., Fremont, D.H.	23	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV7	IGKV4	Kappa	None	None	None	None	None
3ixy	G	H	0	A	protein	NA	envelope protein e	VIRUS	02/26/09	The pseudo-atomic structure of dengue immature virus in complex with Fab fragments of the anti-fusion loop antibody E53	DENGUE VIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	dengue virus 2	Cherrier, M.V., Kaufmann, B., Nybakken, G.E., Lok, S.M., Warren, J.T., Nelson, C.A., Kostyuchenko, V.A., Holdaway, H.A., Chipman, P.R., Kuhn, R.J., Diamond, M.S., Rossmann, M.G., Fremont, D.H.	23	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV7	IGKV4	Kappa	None	None	None	None	None
6wn4	A	B	0	C	peptide	NA	lipoprotein lipase peptide	IMMUNE SYSTEM	04/22/20	Structural basis for the binding of monoclonal antibody 5D2 to the tryptophan-rich lipid-binding loop in lipoprotein lipase	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Luz, J.G., Birrane, G., Young, S.G., Meiyappan, M., Ploug, M.	2.8	X-RAY DIFFRACTION	0.243	0.208	False	False	IGHV1	IGKV4	Kappa	None	None	None	None	None
6wn4	H	L	0	D	peptide	NA	lipoprotein lipase peptide	IMMUNE SYSTEM	04/22/20	Structural basis for the binding of monoclonal antibody 5D2 to the tryptophan-rich lipid-binding loop in lipoprotein lipase	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Luz, J.G., Birrane, G., Young, S.G., Meiyappan, M., Ploug, M.	2.8	X-RAY DIFFRACTION	0.243	0.208	False	False	IGHV1	IGKV4	Kappa	None	None	None	None	None
6wk4	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/15/20	Fab Fragment of Anti-human LAG3 antibody (13E2)	MUS MUSCULUS	mus musculus	mus musculus		Agnihotri, P., Mishra, A.K., Mariuzza, R.A.	2.1	X-RAY DIFFRACTION	0.228	0.186	False	True	IGHV8	IGKV6	Kappa	None	None	None	None	None
7c4s	J	K	0	B	protein	NA	sphingosine 1-phosphate receptor 3	MEMBRANE PROTEIN	05/18/20	Sphingosine-1-phosphate receptor 3 with a natural ligand.	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Iwata, S., Maeda, S., Luo, F., Nango, E., hirata, K., Asada, H.	3.2	X-RAY DIFFRACTION	0.263	0.242	False	False	IGHV1	IGKV6	Kappa	None	None	None	None	None
7c4s	H	L	0	A	protein	NA	sphingosine 1-phosphate receptor 3	MEMBRANE PROTEIN	05/18/20	Sphingosine-1-phosphate receptor 3 with a natural ligand.	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Iwata, S., Maeda, S., Luo, F., Nango, E., hirata, K., Asada, H.	3.2	X-RAY DIFFRACTION	0.263	0.242	False	False	IGHV1	IGKV6	Kappa	None	None	None	None	None
7f2s	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/14/21	Crystal structure of anti S-gatifloxacin antibody Fab fragment apo form	MUS MUSCULUS	mus musculus	mus musculus		Wang, L.T., Jiao, W.Y., Shen, X., Lei, H.T.	2.62	X-RAY DIFFRACTION	0.278	0.247	False	False	IGHV1	IGKV3	Kappa	None	None	None	None	None
3hfm	H	L	0	Y	protein	NA	hen egg white lysozyme	COMPLEX(ANTIBODY-ANTIGEN)	08/11/88	STRUCTURE OF AN ANTIBODY-ANTIGEN COMPLEX. CRYSTAL STRUCTURE OF THE HY/HEL-10 FAB-LYSOZYME COMPLEX	MUS MUSCULUS; GALLUS GALLUS	mus musculus	mus musculus	gallus gallus	Padlan, E.A., Davies, D.R.	3.0	X-RAY DIFFRACTION	unknown	unknown	False	True	IGHV3	IGKV5	Kappa	None	None	None	None	None
2hlf	E	F	0	B	protein	NA	h(+)/cl(-) exchange transporter clca	PROTON TRANSPORT,MEMBRANE PROTEIN	07/07/06	Structure of the Escherichis coli ClC chloride channel Y445E mutant and Fab complex	ESCHERICHIA COLI; MUS MUSCULUS	mus musculus	mus musculus	escherichia coli	Accardi, A., Lobet, S., Williams, C., Miller, C., Dutzler, R.	3.3	X-RAY DIFFRACTION	0.309	0.281	False	False	IGHV4	IGKV4	Kappa	None	None	None	None	None
2hlf	C	D	0	A	protein	NA	h(+)/cl(-) exchange transporter clca	PROTON TRANSPORT,MEMBRANE PROTEIN	07/07/06	Structure of the Escherichis coli ClC chloride channel Y445E mutant and Fab complex	ESCHERICHIA COLI; MUS MUSCULUS	mus musculus	mus musculus	escherichia coli	Accardi, A., Lobet, S., Williams, C., Miller, C., Dutzler, R.	3.3	X-RAY DIFFRACTION	0.309	0.281	False	False	IGHV4	IGKV4	Kappa	None	None	None	None	None
7n0v	H	L	0	C	protein	NA	major pollen allergen bet v 1-a	ALLERGEN	05/26/21	Complex of recombinant Bet v 1 with Fab fragment of REGN5715	MUS MUSCULUS; BETULA PENDULA	mus musculus	mus musculus	betula pendula	Franklin, M.C., Romero Hernandez, A.	3.71	X-RAY DIFFRACTION	0.378	0.327	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
1yuh	H	L	0	H	Hapten	 NP	4-HYDROXY-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID	IMMUNOGLOBULIN	01/30/96	FAB FRAGMENT	MUS MUSCULUS		mus musculus		Yuhasz, S.C., Amzel, L.M., Parry, C., Strand, M.	3.0	X-RAY DIFFRACTION	unknown	0.190	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
1yuh	B	A	0	B	Hapten	 NP	4-HYDROXY-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID	IMMUNOGLOBULIN	01/30/96	FAB FRAGMENT	MUS MUSCULUS		mus musculus		Yuhasz, S.C., Amzel, L.M., Parry, C., Strand, M.	3.0	X-RAY DIFFRACTION	unknown	0.190	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
4k23	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/08/13	Structure of anti-uPAR Fab ATN-658	MUS MUSCULUS	mus musculus	mus musculus		Yuan, C., Huang, M., Chen, L.	1.6	X-RAY DIFFRACTION	0.246	0.198	False	False	IGHV1	IGKV1	Kappa	None	None	None	None	None
7det	D	D	0	C	protein	NA	spike protein s1	VIRAL PROTEIN/ANTIVIRAL PROTEIN	11/05/20	Crystal structure of SARS-CoV-2 RBD in complex with a neutralizing antibody scFv	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus		severe acute respiratory syndrome coronavirus2 	Wang, Y., Zhang, G., Li, X., Rao, Z., Guo, Y.	2.2	X-RAY DIFFRACTION	0.260	0.212	True	True	unknown	unknown	unknown	None	None	None	None	None
7det	B	B	0	A	protein	NA	spike protein s1	VIRAL PROTEIN/ANTIVIRAL PROTEIN	11/05/20	Crystal structure of SARS-CoV-2 RBD in complex with a neutralizing antibody scFv	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus		severe acute respiratory syndrome coronavirus2 	Wang, Y., Zhang, G., Li, X., Rao, Z., Guo, Y.	2.2	X-RAY DIFFRACTION	0.260	0.212	True	True	unknown	unknown	unknown	None	None	None	None	None
2ibz	X	Y	0	E	protein	NA	ubiquinol-cytochrome c reductase iron-sulfursubunit, mitochondrial precursor 	OXIDOREDUCTASE	09/12/06	Yeast Cytochrome BC1 Complex with Stigmatellin	MUS MUSCULUS; SACCHAROMYCES CEREVISIAE	mus musculus	mus musculus	saccharomyces cerevisiae	Hunte, C.	2.3	X-RAY DIFFRACTION	0.256	0.222	False	True	IGHV3	IGKV10	Kappa	None	None	None	None	None
3bpc	B	A	0	B	carbohydrate	KDA	(3-DEOXY-D-MANNO-OCT-2-ULOSONIC ACID)-2-O-ALLYL	IMMUNE SYSTEM	12/18/07	co-crystal structure of S25-2 Fab in complex with 5-deoxy-4-epi-2,3-dehydro Kdo (4.8) Kdo	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Brooks, C.L., Evans, S.V.	1.85	X-RAY DIFFRACTION	0.273	0.224	False	False	IGHV7	IGKV8	Kappa	None	None	None	None	None
3o6l	H	L	0	C	peptide	NA	protein tat 15-mer peptide	IMMUNE SYSTEM	07/29/10	Anti-Tat HIV 11H6H1 Fab' complexed with a 15-mer Tat peptide	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus		Serriere, J., Gouet, P., Guillon, C.	2.1	X-RAY DIFFRACTION	0.227	0.186	False	False	IGHV5	IGKV1	Kappa	3.10E-08	-9.93	Other	16	21035463
7rkx	D	D	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	07/22/21	Structure of US27-Gi-scFv16 in CL-state	HOMO SAPIENS; MUS MUSCULUS; HUMAN CYTOMEGALOVIRUS	mus musculus		homo sapiens | homo sapiens	Tsutsumi, N., Jude, K.M., Garcia, K.C.	3.1	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
4x8j	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/10/14	Crystal Structure of murine 12F4 Fab monoclonal antibody against ADAMTS5	MUS MUSCULUS	mus musculus	mus musculus		Larkin, J., Lohr, T.A., Elefante, L., Shearin, J., Matico, R., Su, J.-L., Xue, Y., Liu, F., Genell, C., Miller, R.E., Tran, P.B., Malfait, A.-M., Maier, C.C., Matheny, C.J.	2.35	X-RAY DIFFRACTION	0.234	0.217	False	True	IGHV6	IGKV6	Kappa	None	None	None	None	None
4x8j	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/10/14	Crystal Structure of murine 12F4 Fab monoclonal antibody against ADAMTS5	MUS MUSCULUS	mus musculus	mus musculus		Larkin, J., Lohr, T.A., Elefante, L., Shearin, J., Matico, R., Su, J.-L., Xue, Y., Liu, F., Genell, C., Miller, R.E., Tran, P.B., Malfait, A.-M., Maier, C.C., Matheny, C.J.	2.35	X-RAY DIFFRACTION	0.234	0.217	False	True	IGHV6	IGKV6	Kappa	None	None	None	None	None
4nx3	B	A	0	D	protein	NA	hcv e2	IMMUNE SYSTEM/VIRAL PROTEIN	12/08/13	Structure of the core ectodomain of the hepatitis C virus envelope glycoprotein 2	HEPATITIS C VIRUS SUBTYPE 2A; MUS MUSCULUS	mus musculus	mus musculus	hepatitis c virus subtype 2a	Khan, A.G., Miller, M.T., Marcotrigiano, J.	2.4	X-RAY DIFFRACTION	0.261	0.198	False	True	IGHV14	IGKV8	Kappa	None	None	None	None	None
4i9w	E	D	0	A	protein	NA	potassium channel subfamily k member 4	METAL TRANSPORT	12/05/12	Human two pore domain K+ channel TRAAK (K2P4.1) - Fab complex structure	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Brohawn, S.G., Mackinnon, R.	2.75	X-RAY DIFFRACTION	0.236	0.201	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
4i9w	G	F	0	B	protein	NA	potassium channel subfamily k member 4	METAL TRANSPORT	12/05/12	Human two pore domain K+ channel TRAAK (K2P4.1) - Fab complex structure	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Brohawn, S.G., Mackinnon, R.	2.75	X-RAY DIFFRACTION	0.236	0.201	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
7stz	H	L	0	C	protein	NA	cadherin-1	cell adhesion/immune system	11/15/21	Crystal Structure of Human E-cadherin EC1-5 bound by mouse monoclonal antibody Fab mAb-1_19A11	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Seattle Structural Genomics Center for Infectious Disease, Seattle Structural Genomics Center for Infectious Disease (SSGCID)	2.95	X-RAY DIFFRACTION	0.208	0.182	False	True	IGHV2	IGKV8	Kappa	None	None	None	None	None
7stz	I	M	0	D	protein	NA	cadherin-1	cell adhesion/immune system	11/15/21	Crystal Structure of Human E-cadherin EC1-5 bound by mouse monoclonal antibody Fab mAb-1_19A11	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Seattle Structural Genomics Center for Infectious Disease, Seattle Structural Genomics Center for Infectious Disease (SSGCID)	2.95	X-RAY DIFFRACTION	0.208	0.182	False	True	IGHV2	IGKV8	Kappa	None	None	None	None	None
7o2z	H	L	0	P	peptide	NA	p/a#1 epitope peptide	IMMUNE SYSTEM	04/01/21	Crystal structure of the anti-PAS Fab 2.2 in complex with its epitope peptide	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	synthetic construct	Schilz, J., Schiefner, A., Skerra, A.	2.55	X-RAY DIFFRACTION	0.238	0.195	False	True	IGHV8	IGKV8	Kappa	None	None	None	None	None
7a6f	C	B	0	A	protein	NA	multidrug resistance protein 1	TRANSPORT PROTEIN	08/25/20	Nanodisc reconstituted human ABCB1 in complex with MRK16 Fab and zosuquidar	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Nosol, K., Locher, K.P.	3.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
7cvs	C	D	0	A	protein	NA	h(+)/cl(-) exchange transporter clca	TRANSPORT PROTEIN	08/27/20	Crystal structure of the C85A/L194A mutant CLC-ec1 with Fab fragment	ESCHERICHIA COLI MS 198-1; MUS MUSCULUS	mus musculus	mus musculus	escherichia coli ms 198-1	Park, K., Mersch, K., Robertson, J., Lim, H.-H.	3.01	X-RAY DIFFRACTION	0.255	0.201	False	True	IGHV4	IGKV4	Kappa	None	None	None	None	None
7cvs	E	F	0	B	protein	NA	h(+)/cl(-) exchange transporter clca	TRANSPORT PROTEIN	08/27/20	Crystal structure of the C85A/L194A mutant CLC-ec1 with Fab fragment	ESCHERICHIA COLI MS 198-1; MUS MUSCULUS	mus musculus	mus musculus	escherichia coli ms 198-1	Park, K., Mersch, K., Robertson, J., Lim, H.-H.	3.01	X-RAY DIFFRACTION	0.255	0.201	False	True	IGHV4	IGKV4	Kappa	None	None	None	None	None
4xpa	H	L	0	A	protein	NA	transporter	transport protein/inhibitor	01/16/15	X-ray structure of Drosophila dopamine transporter bound to 3,4dichlorophenethylamine	DROSOPHILA MELANOGASTER; MUS MUSCULUS	mus musculus	mus musculus	drosophila melanogaster	Aravind, P., Wang, K., Gouaux, E.	2.95	X-RAY DIFFRACTION	0.255	0.230	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
4hxa	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/09/12	Crystal structure of 13D9 FAB	MUS MUSCULUS	mus musculus	mus musculus		Johal, A.R., Jarrell, H.C., Khieu, N.H., Letts, J.A., Landry, R.C., Jachymek, W., Yang, Q., Jennings, H.J., Brisson, J.R., Evans, S.V.	2.06	X-RAY DIFFRACTION	0.286	0.213	False	False	IGHV13	IGKV4	Kappa	None	None	None	None	None
3vg0	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/10/12	Antibody Fab fragment	MUS MUSCULUS	mus musculus	mus musculus		Carpenter, B., Hemsworth, G.R., Ross, R.J., Artymiuk, P.J.	2.27	X-RAY DIFFRACTION	0.260	0.190	False	False	IGHV2	IGKV6	Kappa	None	None	None	None	None
6jhr	E	D	0	C	protein	NA	vp3	VIRUS	02/18/19	The cryo-EM structure of HAV bound to a neutralizing antibody-F6	HUMAN HEPATITIS A VIRUS HU/AUSTRALIA/HM175/1976; MUS MUSCULUS	mus musculus	mus musculus	human hepatitis a virushu/australia/hm175/1976 	Cao, L., Liu, P., Yang, P., Gao, Q., Li, H., Sun, Y., Zhu, L., Lin, J., Su, D., Rao, Z., Wang, X.	3.68	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV5	IGKV4	Kappa	None	None	None	None	None
3ogc	A	B	0	C	protein	NA	voltage-gated potassium channel	MEMBRANE PROTEIN	08/16/10	KcsA E71A variant in presence of Na+	MUS MUSCULUS; STREPTOMYCES LIVIDANS	mus musculus	mus musculus	streptomyces lividans	McCoy, J.G., Nimigean, C.M.	3.8	X-RAY DIFFRACTION	0.283	0.247	False	True	IGHV1	IGKV5	Kappa	None	None	None	None	None
4i18	H	L	0	C	protein	NA	prolactin receptor	CYTOKINE, SIGNALING PROTEIN	11/20/12	Crystal structure of human prolactin receptor complexed with Fab fragment	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Duguid, E.M., Mukherjee, S., Kouadio, J.L.	3.238	X-RAY DIFFRACTION	0.246	0.191	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4i18	A	B	0	R	protein	NA	prolactin receptor	CYTOKINE, SIGNALING PROTEIN	11/20/12	Crystal structure of human prolactin receptor complexed with Fab fragment	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Duguid, E.M., Mukherjee, S., Kouadio, J.L.	3.238	X-RAY DIFFRACTION	0.246	0.191	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4oii	I	M	0	B	protein	NA	non-structural protein ns1	VIRAL PROTEIN/IMMUNE SYSTEM	01/19/14	West Nile Virus NS1 in complex with neutralizing 22NS1 antibody Fab	WEST NILE VIRUS; MUS MUSCULUS	mus musculus	mus musculus	west nile virus	Edeling, M.A., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)	3.0	X-RAY DIFFRACTION	0.265	0.214	False	True	IGHV1	IGKV12	Kappa	None	None	None	None	None
4oii	H	L	0	A	protein	NA	non-structural protein ns1	VIRAL PROTEIN/IMMUNE SYSTEM	01/19/14	West Nile Virus NS1 in complex with neutralizing 22NS1 antibody Fab	WEST NILE VIRUS; MUS MUSCULUS	mus musculus	mus musculus	west nile virus	Edeling, M.A., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)	3.0	X-RAY DIFFRACTION	0.265	0.214	False	True	IGHV1	IGKV12	Kappa	None	None	None	None	None
3cvh	H	L	0	A | C	protein | peptide	NA | NA	h-2 class i histocompatibility antigen, k-b alpha chain | ovalbumin	IMMUNE SYSTEM	04/18/08	How TCR-like antibody recognizes MHC-bound peptide	MUS MUSCULUS; GALLUS GALLUS	mus musculus	mus musculus	mus musculus | gallus gallus	Mareeva, T., Martinez-Hackert, E., Sykulev, Y.	2.9	X-RAY DIFFRACTION	0.296	0.219	False	False	IGHV1	IGKV13	Kappa	None	None	None
3cvh	Q	R	0	M | O	protein | peptide	NA | NA	h-2 class i histocompatibility antigen, k-b alpha chain | ovalbumin	IMMUNE SYSTEM	04/18/08	How TCR-like antibody recognizes MHC-bound peptide	MUS MUSCULUS; GALLUS GALLUS	mus musculus	mus musculus	mus musculus | gallus gallus	Mareeva, T., Martinez-Hackert, E., Sykulev, Y.	2.9	X-RAY DIFFRACTION	0.296	0.219	False	False	IGHV1	IGKV13	Kappa	None	None	None
7wk8	C	D	0	A | B	protein | peptide	NA | NA	spike glycoprotein | spike glycoprotein	VIRAL PROTEIN	01/08/22	SARS-CoV-2 Omicron spike protein SD1 in complex with S3H3 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 	Hong, Q., Cong, Y.	3.61	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
4z8f	H	L	0	E | A	nucleic-acid | nucleic-acid	NA | NA	5'-d(p*tp*tp*tp*tp*t)-3' | 5'-d(p*tp*tp*tp*tp*t)-3'	IMMUNE SYSTEM/DNA	04/08/15	Fab structure of antibody S1-15 in complex with ssDNA DNA, 5'-p5(dT)p-3'	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	 | 	Haji-Ghassemi, O., Evans, S.V.	1.75	X-RAY DIFFRACTION	0.240	0.208	False	False	IGHV10	IGKV10	Kappa	None	None	None	None	None
5x4g	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/13/17	Crystal structure of Fab fragment of anti-CD147 monoclonal antibody 6H8	MUS MUSCULUS	mus musculus	mus musculus		Lin, P., Zhang, M.-Y., Chen, X., Ye, S., Yu, X.-L., Zhang, R.-G., Zhu, P., Chen, Z.-N.	1.45	X-RAY DIFFRACTION	0.226	0.206	False	True	IGHV6	IGKV6	Kappa	None	None	None	None	None
